x,n_points,theta,spans,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var,BIN_mean,BIN_min,BIN_max,BIN_std,BIN_var
0,25,0.0,1500,0.9508233333333335,0.8641,1.0,0.03297143678516544,0.0010871156436781607,0.8826899999999998,0.7213,0.9939,0.057150251756768924,0.00326615127586207,0.9722599999999999,0.9312,1.0,0.02065305521357971,0.00042654868965517196,0.8257933333333335,0.6803,0.978,0.06941166022155532,0.004817978574712644,0.9324466666666668,0.856,0.9871,0.027724068136242,0.000768623954022989,0.8340399999999999,0.6844,0.9411,0.05989567136509836,0.0035874914482758634,0.9869800000000003,0.9467,1.0,0.012176189313857442,0.00014825958620689618,0.8911533333333332,0.7502,0.9954,0.05640023681371983,0.0031809867126436774
1,25,0.0,10000,0.8729333333333333,0.7469,0.9594,0.0469768125732284,0.0022068209195402304,0.7776066666666669,0.6873,0.9002,0.05166498135923959,0.002669270298850574,0.9027466666666668,0.8161,0.9678,0.04189343404510967,0.001755059816091954,0.6233733333333332,0.4391,0.7826,0.09469085792573985,0.008966358574712648,0.8077966666666666,0.6895,0.9639,0.07690451976912374,0.005914305160919544,0.6903366666666666,0.4586,0.8675,0.09188079039537135,0.008442079643678164,0.9663466666666667,0.8927,1.0,0.0308849783075441,0.0009538818850574697,0.7644533333333335,0.5318,0.9657,0.09141748770050105,0.00835715705747126
2,25,0.0,20000,0.9155366666666667,0.7677,1.0,0.05572471428019345,0.0031052437816091964,0.8279933333333335,0.6516,0.9575,0.06818919387204646,0.004649766160919539,0.9056133333333332,0.7759,1.0,0.07019078303444483,0.004926746022988509,0.7011033333333334,0.42200000000000004,0.8992,0.10634402041563462,0.011309050678160914,0.8681500000000001,0.6803,1.0,0.08490299434222481,0.00720851844827586,0.6065833333333334,0.4023,0.8223,0.1216298457115526,0.01479381936781609,0.9871733333333333,0.9004,1.0,0.025663565120860432,0.000658618574712644,0.9051100000000001,0.5358,1.0,0.09867428952768344,0.009736615413793098
3,25,0.0,30000,0.99578,0.8734,1.0,0.023113891926718016,0.0005342520000000003,0.99578,0.8734,1.0,0.023113891926718016,0.0005342520000000003,0.99663,0.9406,1.0,0.013033832632938325,0.000169880793103448,0.9652633333333334,0.5870000000000001,1.0,0.10618367457912932,0.011274972747126433,0.9956933333333333,0.8708,1.0,0.023588584809889148,0.0005564213333333331,0.9590133333333333,0.5271,1.0,0.11562633554370026,0.013369449471264363,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
4,25,0.4,1500,0.9517266666666667,0.8632,0.9934,0.034449913000574144,0.0011867965057471273,0.8852666666666668,0.7313,0.9925,0.06113616421327596,0.0037376305747126443,0.9781433333333334,0.9201,1.0,0.019442730816662434,0.000378019781609195,0.8282533333333332,0.6399,0.9502,0.08197627803773196,0.006720110160919534,0.9352533333333332,0.8692,0.9863,0.031351948004520576,0.0009829446436781617,0.7967566666666669,0.6749,0.9416,0.0627769762502658,0.003940948747126438,0.9867899999999998,0.9408,1.0,0.01250120959664745,0.0001562802413793103,0.9065933333333335,0.7372,0.9934,0.055495491791634745,0.0030797496091953995
5,25,0.4,10000,0.85933,0.6798,0.9615,0.06758375723041234,0.004567564241379311,0.7956600000000001,0.6352,0.9132,0.05080590245373004,0.0025812397241379323,0.9064666666666664,0.8,0.9783,0.03611946970754171,0.0013046160919540232,0.59668,0.387,0.7616,0.10143792530239945,0.010289652689655171,0.8550599999999999,0.7229,0.9934,0.06521565075538445,0.0042530811034482766,0.6419533333333335,0.5019,0.9079,0.09246012274948902,0.008548874298850576,0.9751233333333332,0.9177,1.0,0.01985097380280223,0.0003940611609195404,0.7944699999999999,0.5872,0.9296,0.08856466233093821,0.007843699413793105
6,25,0.4,20000,0.9149833333333334,0.8,1.0,0.05720341250571376,0.003272230402298849,0.8479466666666667,0.6977,0.9778,0.08096673958818047,0.006555612919540231,0.8944066666666668,0.5096,1.0,0.10068158388371401,0.01013678133333334,0.5884566666666665,0.1879,0.8812,0.16584470235389062,0.02750446529885057,0.8799399999999998,0.7728,1.0,0.0710838727526662,0.005052916965517241,0.6043433333333333,0.2077,0.8562,0.1430837075554589,0.020472947367816085,0.9871700000000001,0.9273,1.0,0.02190937683055929,0.0004800207931034482,0.90198,0.6293,1.0,0.09004776663450387,0.008108600275862068
7,25,0.4,30000,0.9988966666666668,0.9669,1.0,0.006043205551140339,3.652033333333341e-05,0.9967100000000001,0.9412,1.0,0.012140793304762473,0.00014739886206896529,0.9948566666666667,0.8457,1.0,0.028171196874349026,0.0007936163333333323,0.96107,0.6372,1.0,0.10103888002082201,0.010208855275862065,0.9940766666666667,0.9153,1.0,0.01864641378727921,0.0003476887471264362,0.9660666666666666,0.6018,1.0,0.09086650433022832,0.0082567216091954,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
8,25,0.8,1500,0.97426,0.9071,1.0,0.023334532645697115,0.0005445004137931044,0.9336366666666668,0.8549,0.9867,0.040148933797268783,0.0016119368850574718,0.9916633333333336,0.9705,0.9985,0.0063238728494564075,3.9991367816091905e-05,0.7540166666666667,0.4776,0.9646,0.1273416422486168,0.016215893850574706,0.9581599999999999,0.8748,0.9985,0.029747751001633235,0.0008849286896551711,0.7524233333333333,0.5670000000000001,0.9398,0.10618190534638425,0.011274597022988504,0.9954833333333337,0.986,1.0,0.0033797656859542637,1.1422816091953896e-05,0.91335,0.8287,0.9885,0.037348182340482546,0.0013948867241379325
9,25,0.8,10000,0.8588533333333331,0.6198,0.9668,0.08821572200688152,0.007782013609195401,0.7943999999999998,0.5722,0.9303,0.08522037153250349,0.00726251172413793,0.9321266666666665,0.7643,1.0,0.05480536050633996,0.0030036275402298878,0.5257733333333332,0.263,0.7262,0.1229033849126561,0.015105242022988503,0.8849633333333332,0.7114,0.9876,0.058124565898762096,0.0033784651609195374,0.5105466666666667,0.2086,0.7648,0.1235033623256757,0.01525308050574713,0.9829466666666666,0.92,1.0,0.02301869904549617,0.0005298605057471263,0.8574800000000001,0.7356,0.983,0.07668783745675124,0.005881024413793099
10,25,0.8,20000,0.9324899999999999,0.762,1.0,0.0695370967727745,0.004835407827586207,0.89016,0.7109,1.0,0.07743319968716973,0.005995900413793103,0.9465233333333335,0.8116,1.0,0.055296515344055844,0.0030577046091954034,0.49256333333333324,0.2,0.8776,0.1599633610707698,0.025588276885057472,0.9109100000000002,0.8363,0.9903,0.04762711014421989,0.0022683416206896534,0.5166833333333333,0.2135,0.9152,0.1854190800049581,0.03438023522988506,0.9917399999999998,0.9459,1.0,0.014392349500270307,0.00020713972413793094,0.9433333333333332,0.7381,1.0,0.07156015233563193,0.005120855402298848
11,25,0.8,30000,0.9936,0.8222,1.0,0.03247581593570289,0.0010546786206896536,0.9909466666666666,0.8222,1.0,0.035082048984053635,0.0012307501609195386,0.9997633333333333,0.9929,1.0,0.0012962767194289097,1.6803333333333764e-06,0.9336933333333334,0.4539,1.0,0.16173388516076465,0.026157849609195403,0.99546,0.9204,1.0,0.016312901600288348,0.0002661107586206901,0.9428466666666667,0.1889,1.0,0.15795534448246668,0.024949890850574717,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
12,25,1.0,1500,0.9728166666666668,0.8522,1.0,0.03135300770187804,0.0009830110919540234,0.9180166666666666,0.5924,0.9872,0.07925862547788523,0.006281929712643677,0.9930333333333334,0.9694,1.0,0.007930662160176204,6.289540229885069e-05,0.7750299999999998,0.5284,0.9613,0.11993964617313967,0.014385518724137937,0.9674799999999999,0.9011,0.9963,0.02730378778825761,0.0007454968275862054,0.76779,0.4945,0.9643,0.11949694946330006,0.014279520931034486,0.9956733333333333,0.9759,1.0,0.004947443319766168,2.4477195402298877e-05,0.9423866666666663,0.8325,0.997,0.046308037086995754,0.0021444342988505742
13,25,1.0,10000,0.8797033333333332,0.5802,0.9951,0.09487487034504186,0.009001241022988504,0.8238166666666665,0.5734,0.9782,0.08791975606055288,0.007729883505747125,0.94009,0.8420000000000001,1.0,0.04787450080769731,0.0022919678275862103,0.5011899999999999,0.1802,0.8466,0.14801281945878178,0.021907794724137928,0.9030366666666668,0.7824,0.9976,0.053277765844049176,0.002838520333333333,0.47104,0.253,0.8511,0.15356373404483592,0.0235818204137931,0.9819266666666667,0.9403,1.0,0.019947049446201178,0.0003978847816091947,0.8695533333333334,0.6948,0.9819,0.07416155121193814,0.0054999356781609225
14,25,1.0,20000,0.9346233333333334,0.6631,1.0,0.08533311069924263,0.007281739781609197,0.89954,0.5966,1.0,0.09206257841722436,0.008475518344827584,0.9431066666666668,0.7606,1.0,0.07159802508032116,0.005126277195402299,0.5201866666666668,0.1168,0.8655,0.19333505441168142,0.03737844326436781,0.9423466666666667,0.8240000000000001,1.0,0.05147968955599487,0.0026501584367816075,0.4767466666666666,0.0761,0.9118,0.2066072798619498,0.04268656809195404,0.9959066666666668,0.9670000000000001,1.0,0.00808924076115639,6.543581609195401e-05,0.9527733333333335,0.8065,1.0,0.05374723045524485,0.0028887647816091995
