seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
132,10,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,22.1515,4.52162,816.829,126.484,3.06061,0.661438,10.0,0.0,1.0,0.0,272.382,36.4836,1.0,0.0
148,20,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,44.8182,7.49356,1543.96,177.304,6.0,0.829156,20.0,0.0,1.0,0.0,259.285,25.7918,1.0,0.0
164,30,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,62.3636,6.99025,2185.89,157.343,8.39394,1.0155,30.0,0.0,1.0,0.0,262.11,21.4139,1.0,0.0
180,40,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,76.8485,6.62911,2436.2,52.5056,9.54545,1.0,40.0,0.0,1.0,0.0,256.881,20.2985,1.0,0.0
196,50,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,85.6667,6.56061,2473.53,23.0143,9.9697,1.27475,50.0,0.0,1.0,0.0,249.636,19.6189,1.0,0.0
212,60,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,90.8788,5.75954,2478.8,18.652,10.5455,0.866025,60.0,0.0,1.0,0.0,235.986,15.2864,1.0,0.0
228,70,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,92.9697,7.74792,2480.46,18.898,10.6061,1.08972,70.0,0.0,1.0,0.0,235.499,19.8923,1.0,0.0
244,80,100,2,10,1,2500,10,0.05,0.5,8,1,33,150,0,1,0.5,0,0,93.8485,7.53376,2486.15,10.7392,10.8182,1.1592,80.0,0.0,1.0,0.0,231.019,16.7065,1.0,0.0
